;current_year_rank;previous_year_rank;Details;INT’L_revenue_21_Millions;TOTAL_revenue_millionsUSD;2021_NEWCONTRACTS_MIL;GEN_Building;Manufacturing;Power;Water_Supply;Sewer/Waste;Industrial/Petrolium;Transportation;Hazardous_Waste;Telecom;Tag;Firm;City;Country;Year
226;227;232;JIANGSU NANTONG NO.2 CONSTRUCTION, Qidong, Jiangsu, China†;80.7;11383.7;6889.7;97;0;0;0;0;0;3;0;0;Y;JIANGSU NANTONG NO.2 CONSTRUCTION; Qidong,Jiangsu;China;2022
227;228;231;ECC, Burlingame, Calif., U.S.A.†;79.8;691.5;NA;59;0;1;0;0;24;2;15;0;Y;ECC; Burlingame,Calif.;U.S.A.;2022
228;229;**;LONG JIAN ROAD & BRIDGE CO. LTD., Harbin, China ;78.3;2434.1;3974.1;0;0;0;0;0;0;100;0;0;N;LONG JIAN ROAD & BRIDGE CO. LTD.;Harbin;China;2022
229;230;214;THE BECK GROUP , Dallas, Texas, U.S.A. ;74.5;828.1;521.3;100;0;0;0;0;0;0;0;0;N;THE BECK GROUP; Dallas,Texas;U.S.A.;2022
230;231;222;IRIS INSAAT TURIZM SANAYI VE TICARET AS, Istanbul, Turkey ;73.7;79.1;NA;0;0;0;0;0;0;100;0;0;N;IRIS INSAAT TURIZM SANAYI VE TICARET AS;Istanbul;Turkey;2022
231;232;208;PERNIX GROUP INC., Lombard, Ill., U.S.A.†;73.4;392.3;522.1;86;0;14;0;0;0;0;0;0;Y;PERNIX GROUP INC.; Lombard,Ill.;U.S.A.;2022
232;233;127;ANHUI SOGECOA FOREIGN ECON. CONSTR. (GROUP), Hefei, Anhui, China†;71.5;71.7;9.7;46;0;12;7;0;0;4;0;0;Y;ANHUI SOGECOA FOREIGN ECON. CONSTR. (GROUP); Hefei,Anhui;China;2022
233;234;241;BARTON MALOW HOLDINGS LLC, Southfield, Mich., U.S.A.†;70.2;3341.8;3415.0;0;10;48;0;2;2;38;0;0;Y;BARTON MALOW HOLDINGS LLC; Southfield,Mich.;U.S.A.;2022
234;235;229;IRCON INTERNATIONAL LTD., New Delhi, India ;67.6;854.1;1789.6;0;0;0;0;0;0;100;0;0;N;IRCON INTERNATIONAL LTD.;New Delhi;India;2022
235;236;**;GRANITE CONSTRUCTION INC., Watsonville, Calif., U.S.A.†;64.0;3486.3;2241.1;0;0;0;0;28;0;0;0;0;Y;GRANITE CONSTRUCTION INC.; Watsonville,Calif.;U.S.A.;2022
236;237;242;JIANGLIAN HEAVY INDUSTRY GROUP CO. LTD., Nanchang, China†;63.7;221.7;177.7;0;50;0;0;28;0;21;0;0;Y;JIANGLIAN HEAVY INDUSTRY GROUP CO. LTD.;Nanchang;China;2022
237;238;**;ZHONGYIFENG CONSTRUCTION GROUP CO. LTD., Suzhou, Jiangsu, China ;60.3;4720.6;6083.9;0;7;11;0;0;82;0;0;0;N;ZHONGYIFENG CONSTRUCTION GROUP CO. LTD.; Suzhou,Jiangsu;China;2022
238;239;**;HERZOG, St. Joseph, Mo., U.S.A.†;58.7;914.5;307.9;0;0;0;0;0;0;100;0;0;Y;HERZOG; St. Joseph,Mo.;U.S.A.;2022
239;240;230;BARNARD CONSTRUCTION CO. INC., Bozeman, Mont., U.S.A.†;57.7;678.2;55.7;0;0;100;0;0;0;0;0;0;Y;BARNARD CONSTRUCTION CO. INC.; Bozeman,Mont.;U.S.A.;2022
240;241;225;MATRIX SERVICE CO., Tulsa, Okla., U.S.A.†;56.9;653.2;NA;0;0;0;0;0;100;0;0;0;Y;MATRIX SERVICE CO.; Tulsa,Okla.;U.S.A.;2022
241;242;**;ZAFER TAAHHUT INSAAT VE TICARET AS, Ankara, Turkey ;56.5;107.5;7.5;100;0;0;0;0;0;0;0;0;N;ZAFER TAAHHUT INSAAT VE TICARET AS;Ankara;Turkey;2022
242;243;239;DOGUS INSAAT VE TICARET AS, Istanbul, Turkey†;52.5;146.3;1886.8;0;0;0;0;0;0;100;0;0;Y;DOGUS INSAAT VE TICARET AS;Istanbul;Turkey;2022
243;244;248;CDM SMITH, Boston, Mass., U.S.A.†;50.2;415.8;412.0;0;0;0;100;0;0;0;0;0;Y;CDM SMITH; Boston,Mass.;U.S.A.;2022
244;245;**;COMMERCIAL CONTRACTING CORP ., Auburn Hills, Mich., U.S.A.†;49.0;382.0;357.5;0;100;0;0;0;0;0;0;0;Y;COMMERCIAL CONTRACTING CORP .; Auburn Hills,Mich.;U.S.A.;2022
245;246;**;DAY & ZIMMERMANN, Philadelphia, Pa., U.S.A.†;40.6;1045.6;25.8;0;0;100;0;0;0;0;0;0;Y;DAY & ZIMMERMANN; Philadelphia,Pa.;U.S.A.;2022
246;247;209;TATA PROJECTS LTD., Secunderabad, Telangana, India†;39.3;1812.3;1933.5;0;0;88;0;0;12;0;0;0;Y;TATA PROJECTS LTD.; Secunderabad,Telangana;India;2022
247;248;**;ELLISDON CORP ., Mississauga, Ontario, Canada ;38.5;4886.4;NA;100;0;0;0;0;0;0;0;0;N;ELLISDON CORP .; Mississauga,Ontario;Canada;2022
248;249;186;HEBEI CONSTRUCTION GROUP CO. LTD., Hebei, China†;37.5;8827.4;9588.6;5;0;35;7;0;52;0;0;0;Y;HEBEI CONSTRUCTION GROUP CO. LTD.;Hebei;China;2022
249;250;**;TRAYLOR CONSTRUCTION GROUP INC., Evansville, Ind., U.S.A. ;36.9;612.0;780.1;0;0;0;0;100;0;0;0;0;N;TRAYLOR CONSTRUCTION GROUP INC.; Evansville,Ind.;U.S.A.;2022
250;1;1;ACS ACTIVIDADES DE CONSTRUCCIÓ N Y SERVICIOS SA, Madrid, Spain†;36687.0;42357.1;36685.6;36;1;8;2;0;6;30;0;4;Y;ACS ACTIVIDADES DE CONSTRUCCIÓ N Y SERVICIOS SA;Madrid;Spain;2021
251;2;2;HOCHTIEF AG, Essen, Germany†;27536.0;28612.0;26461.0;45;2;1;1;1;4;25;0;5;Y;HOCHTIEF AG;Essen;Germany;2021
252;3;3;VINCI, Rueil-Malmaison, France†;23463.0;50141.0;49619.0;6;0;21;2;0;4;44;1;12;Y;VINCI;Rueil-Malmaison;France;2021
253;4;4;CHINA COMMUNICATIONS CONSTRUCTION GROUP LTD., Beijing, China†;21348.4;100811.6;226906.8;12;1;0;1;2;0;84;0;0;Y;CHINA COMMUNICATIONS CONSTRUCTION GROUP LTD.;Beijing;China;2021
254;5;5;BOUYGUES, Paris, France†;17284.0;32160.0;30214.0;28;1;6;0;0;1;60;0;2;Y;BOUYGUES;Paris;France;2021
255;6;6;STRABAG SE, Vienna, Austria†;15936.1;18954.5;20538.3;30;0;1;4;2;5;57;0;0;Y;STRABAG SE;Vienna;Austria;2021
256;7;7;POWER CONSTRUCTION CORP . OF CHINA, Beijing, China†;13007.9;65717.6;124133.8;5;0;67;4;1;0;23;0;0;Y;POWER CONSTRUCTION CORP . OF CHINA;Beijing;China;2021
257;8;9;SKANSKA AB, Stockholm, Sweden†;11342.0;14523.1;16262.3;42;5;5;1;1;3;42;0;1;Y;SKANSKA AB;Stockholm;Sweden;2021
258;9;8;CHINA STATE CONSTRUCTION ENGINEERING CORP . LTD., Beijing, China†;10746.2;195658.7;389167.8;74;2;3;0;0;2;19;0;0;Y;CHINA STATE CONSTRUCTION ENGINEERING CORP . LTD.;Beijing;China;2021
259;10;11;FERROVIAL, Madrid, Spain†;10154.3;13505.3;16851.6;21;0;6;5;6;0;60;0;0;Y;FERROVIAL;Madrid;Spain;2021
260;11;12;CHINA RAILWAY CONSTRUCTION CORP . LTD., Beijing, China†;8375.0;134745.0;370680.0;21;0;7;3;0;0;63;0;1;Y;CHINA RAILWAY CONSTRUCTION CORP . LTD.;Beijing;China;2021
261;12;**;FLUOR, Irving, Texas, U.S.A.†;7517.4;11672.4;9004.9;9;0;3;0;0;75;1;0;12;Y;FLUOR; Irving,Texas;U.S.A.;2021
262;13;13;CHINA RAILWAY GROUP LTD., Beijing, China†;7419.9;141852.7;377774.2;14;0;0;0;0;3;76;0;0;Y;CHINA RAILWAY GROUP LTD.;Beijing;China;2021
263;14;**;SAIPEM SPA, San Donato Milanese, Italy†;7132.0;7574.0;9488.0;0;0;8;0;0;89;2;0;0;Y;SAIPEM SPA;San Donato Milanese;Italy;2021
264;15;17;EIFFAGE, Velizy-Villacoublay, France†;5240.0;17221.0;19000.0;28;10;23;4;0;8;26;1;1;Y;EIFFAGE;Velizy-Villacoublay;France;2021
265;16;14;HYUNDAI ENGINEERING & CONSTRUCTION CO. LTD., Seoul, South Korea ;5075.6;14518.4;NA;9;13;22;0;0;42;14;0;0;N;HYUNDAI ENGINEERING & CONSTRUCTION CO. LTD.;Seoul;South Korea;2021
266;17;21;ROYAL BAM GROUP NV, Bunnik, Netherlands†;4517.0;7790.0;NA;56;0;0;0;0;0;44;0;0;Y;ROYAL BAM GROUP NV;Bunnik;Netherlands;2021
267;18;19;WEBUILD SPA, Milan, Italy†;4324.5;6070.3;6093.4;10;0;0;19;9;0;56;0;0;Y;WEBUILD SPA;Milan;Italy;2021
268;19;22;CHINA NATIONAL CHEMICAL ENG’G GROUP CORP . LTD., Beijing, China†;4221.8;18325.7;44654.5;6;0;11;0;0;74;7;0;0;Y;CHINA NATIONAL CHEMICAL ENG’G GROUP CORP . LTD.;Beijing;China;2021
269;20;18;TECNICAS REUNIDAS SA, Madrid, Spain†;4195.3;4299.7;2200.0;0;0;6;0;0;94;0;0;0;Y;TECNICAS REUNIDAS SA;Madrid;Spain;2021
270;21;15;CHINA ENERGY ENGINEERING CORP . LTD., Beijing, China†;4177.4;28469.7;83774.8;5;0;68;12;6;4;2;0;0;Y;CHINA ENERGY ENGINEERING CORP . LTD.;Beijing;China;2021
271;22;**;EXYTE GMBH, Stuttgart, Germany†;3928.7;4322.3;4197.2;0;90;0;0;0;3;0;0;6;Y;EXYTE GMBH;Stuttgart;Germany;2021
272;23;29;KAJIMA CORP ., Tokyo, Japan†;3894.1;15062.1;15502.7;72;15;1;1;1;6;2;0;2;Y;KAJIMA CORP .;Tokyo;Japan;2021
273;24;16;BECHTEL, Reston, Va., U.S.A.†;3778.0;12239.0;3722.0;0;0;0;3;0;51;46;0;0;Y;BECHTEL; Reston,Va.;U.S.A.;2021
274;25;27;LARSEN & TOUBRO LTD., Chennai, India†;3684.7;13502.5;19643.0;5;6;40;4;2;34;9;0;0;Y;LARSEN & TOUBRO LTD.;Chennai;India;2021
275;26;42;SACYR, Madrid, Spain†;3682.1;5425.6;1379.0;10;0;3;3;1;2;81;0;0;Y;SACYR;Madrid;Spain;2021
276;27;20;PETROFAC LTD., Jersey, U.K.†;3664.7;3664.7;1384.5;0;0;4;0;0;96;0;0;0;Y;PETROFAC LTD.;Jersey;U.K.;2021
277;28;23;RENAISSANCE CONSTRUCTION, Ankara, Turkey†;3652.8;4530.7;4149.8;42;1;17;0;0;18;20;0;0;Y;RENAISSANCE CONSTRUCTION;Ankara;Turkey;2021
278;29;32;PORR AG, Vienna, Austria ;3461.0;6316.0;NA;0;0;0;0;0;0;0;0;0;N;PORR AG;Vienna;Austria;2021
279;30;33;SAMSUNG ENGINEERING CO. LTD., Seoul, South Korea†;3423.3;5365.5;8136.0;0;12;0;1;10;77;0;0;0;Y;SAMSUNG ENGINEERING CO. LTD.;Seoul;South Korea;2021
280;31;24;OBAYASHI CORP ., Tokyo, Japan†;3400.0;15204.0;15204.0;24;0;4;24;2;0;34;0;0;Y;OBAYASHI CORP .;Tokyo;Japan;2021
281;32;38;ORASCOM CONSTRUCTION PLC, Dubai, U.A.E.†;3347.8;3371.1;2919.0;63;2;4;7;3;6;16;0;0;Y;ORASCOM CONSTRUCTION PLC;Dubai;U.A.E.;2021
282;33;34;CHINA PETROLEUM ENGINEERING CO. LTD., Beijing, China†;3340.5;10593.5;13496.9;0;0;0;0;0;100;0;0;0;Y;CHINA PETROLEUM ENGINEERING CO. LTD.;Beijing;China;2021
283;34;36;SAMSUNG C&T CORP ., Seoul, South Korea ;3254.1;9844.6;7908.9;12;20;22;14;0;0;32;0;0;N;SAMSUNG C&T CORP .;Seoul;South Korea;2021
284;35;25;CHINA NATIONAL MACHINERY INDUSTRY CORP ., Beijing, China†;3113.0;6927.6;9562.5;8;4;62;9;0;8;5;0;2;Y;CHINA NATIONAL MACHINERY INDUSTRY CORP .;Beijing;China;2021
285;36;37;FCC SA, Madrid, Spain†;3049.5;7556.5;3162.2;5;0;0;17;47;0;22;0;0;Y;FCC SA;Madrid;Spain;2021
286;37;55;WOOD, Aberdeen, Scotland, U.K. ;3011.3;3662.3;NA;1;0;11;2;0;86;0;0;0;N;WOOD; Aberdeen,Scotland;U.K.;2021
287;38;40;HYUNDAI ENGINEERING CO. LTD., Jongro-gu, South Korea ;2800.5;6091.6;7798.0;1;16;19;1;1;63;0;0;0;N;HYUNDAI ENGINEERING CO. LTD.;Jongro-gu;South Korea;2021
288;39;31;LENDLEASE, Barangaroo, Australia†;2724.2;5856.5;5857.0;98;1;0;0;0;0;0;0;1;Y;LENDLEASE;Barangaroo;Australia;2021
289;40;47;OHLA, Madrid, Spain ;2554.3;3084.4;2468.5;0;0;0;0;0;0;0;0;0;N;OHLA;Madrid;Spain;2021
290;41;39;MAIRE TECNIMONT SPA, Milan, Italy†;2475.4;2615.7;1706.8;0;0;0;0;0;100;0;0;0;Y;MAIRE TECNIMONT SPA;Milan;Italy;2021
291;42;45;JGC HOLDINGS CORP ., Yokohama, Japan†;2397.0;3820.0;6800.0;1;0;0;0;0;99;0;0;0;Y;JGC HOLDINGS CORP .;Yokohama;Japan;2021
292;43;51;JAN DE NUL GROUP (SOFIDRA SA), Capellen, Luxembourg†;2242.0;2249.0;3755.0;12;0;0;0;2;5;8;0;0;Y;JAN DE NUL GROUP (SOFIDRA SA);Capellen;Luxembourg;2021
293;44;50;ROYAL BOSKALIS WESTMINSTER NV, Papendrecht, Netherlands†;2221.0;2885.0;3741.0;0;0;23;0;0;37;30;0;0;Y;ROYAL BOSKALIS WESTMINSTER NV;Papendrecht;Netherlands;2021
294;45;52;DANIELI & C. O.M. SPA, Buttrio, Italy†;2069.0;2225.0;2097.0;0;0;0;0;0;100;0;0;0;Y;DANIELI & C. O.M. SPA;Buttrio;Italy;2021
295;46;60;WORLEY LTD., North Sydney, Australia ;1930.8;1930.8;2415.4;0;0;1;0;0;98;0;0;0;N;WORLEY LTD.;North Sydney;Australia;2021
296;47;26;CONSOLIDATED CONTRACTORS GROUP , Athens, Greece†;1872.4;1872.4;1152.9;22;0;2;1;1;37;34;0;0;Y;CONSOLIDATED CONTRACTORS GROUP;Athens;Greece;2021
297;48;48;BESIX, Brussels, Belgium†;1838.5;3151.3;2594.8;67;0;2;2;6;0;23;0;0;Y;BESIX;Brussels;Belgium;2021
298;49;43;CIMIC GROUP LTD., Sydney, Australia†;1803.1;10491.6;5996.2;18;0;1;0;4;2;19;0;0;Y;CIMIC GROUP LTD.;Sydney;Australia;2021
